Geo Point;Nom;Boissons;Site web;Téléphone;Horaires;Accessible PMR;PMR (description);Toilettes PMR;Id Wikidata;Id Wikipédia;Code postal;other_tags
45.7714618,4.8279359;Le Farmer;Super Bock;;;Mercredi-Dimanche 18h00-01h00;;;;;;;"{""internet_access"": ""no"", ""addr:street"": ""Mont\u00e9e des Carm\u00e9lites""}"
46.0081087,1.17367;;;;;;;;;;;;
48.2839335,6.9491595;Brasserie le Rallye;;;;;;;;;;;"{""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2009""}"
48.7557071,1.2265372;;;;;;;;;;;;
48.1208567,-1.2097418;Le Florida's;;;;;;;;;;;
48.1238669,-1.2120987;Les Trois Comptoirs;;;;;;;;;;;
45.5360023,5.6733894;LeJusnino;;;;;;;;;;;
48.8405572,2.3224049;L'Adada;;;;;;;;;;;"{""alt_name"": ""Le bar des amis des amis""}"
48.5084745,-4.5425365;La Tabatière;;;;;;;;;;;"{""shop"": ""tobacco""}"
44.9116902,-0.24161149999999998;Le Tourny;;;;;;;;;;;
47.6426355,-3.4483677;Ty Beudeff;;;;;;;;;;;
44.3506696,2.5731016;Le coq de la place;;;;;yes;;;;;;"{""pet"": ""yes"", ""source"": ""survey"", ""contact:addr"": ""1 Place d'Armes 12000 Rodez"", ""food"": ""yes"", ""table"": ""70"", ""outdoor_seating"": ""yes"", ""accommodation"": ""yes"", ""terrace"": ""25""}"
45.2013978,5.8389363;Coq Hardi;;;;;;;;;;;"{""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2014""}"
48.866641,2.3664307;Alhambra;;;;;;;;;;;
45.4734495,4.5173424;Café Restaurant Le Phoenix;;;;;;;;;;42400;"{""addr:housenumber"": ""9"", ""outdoor_seating"": ""yes"", ""addr:city"": ""Saint-Chamond"", ""addr:street"": ""Rue Marc Seguin""}"
46.7811204,4.8536333;Le Majestic;;;;;no;;;;;;
43.6967973,7.2745046;Master Home;;;;;;;;;;06300;"{""addr:housenumber"": ""11"", ""addr:city"": ""Nice"", ""addr:street"": ""Rue de la Pr\u00e9fecture""}"
43.3135882,3.1428594;Le New Port;;;;;;;;;;34440;"{""addr:street"": ""Port Plaisance""}"
46.8177158,0.5426321;Le Dupleix;;;+33549210971;"Mardi-Samedi 07h00-19h00; Dimanche 07h00-14h00";;;;;;86100;"{""addr:housenumber"": ""2"", ""addr:city"": ""Ch\u00e2tellerault"", ""addr:street"": ""Place Dupleix""}"
47.201352,-1.5545132;Le Roof;"Mardesous;Martin's_Pale_Ale;Estaminet";;;;no;;;;;;"{""contact:phone"": ""+33 2 40 12 02 66"", ""drink:beer"": ""bottled;draught"", ""outdoor_seating"": ""yes""}"
48.5818418,7.7454193;Le Trolley Bus;;;;"Lundi-Jeudi 11h00-01h30; Vendredi-Samedi 11h00-04h00; Dimanche 14h00-01h30";;;;;;;"{""source"": ""survey 2013"", ""contact:phone"": ""+33 3 88 32 47 96"", ""contact:street"": ""Rue Sainte-Barbe"", ""contact:housenumber"": ""14"", ""contact:city"": ""Strasbourg"", ""contact:postcode"": ""67000"", ""internet_access"": ""wlan""}"
50.6283633,3.0583491;La Chapelle à ma Tante;;;;Lundi,Mardi 16h00-01h00, Mercredi 18h00-01h00, Jeudi,Vendredi 18h00-03h00, Samedi 11h00-03h00;;;;;;;
48.1004102,-1.7966666;Le Domino;;;;;;;;;;;
43.915981,3.9936775;Café Diem;;;+33466773118;;;;;;;;"{""source"": ""survey"", ""outdoor_seating"": ""yes""}"
48.6571687,-1.9848656;;;;;;;;;;;;
44.8347705,-0.5736363;Le Blarney Stone;;;+33 5 56 31 87 20;;;;;;;;"{""cuisine"": ""burger"", ""sport"": ""darts""}"
45.2313817,6.7404145;Le Café Cosy;;;;;;;;;;;"{""source"": ""survey"", ""terrace"": ""yes""}"
47.9000715,1.9079052;Bar Bourgogne;;;;;no;;;;;45000;"{""addr:housenumber"": ""248"", ""addr:street"": ""rue de Bourgogne""}"
49.2827716,1.7776953;;;;;;;;;;;;
49.4463209,1.0951366;Bar tabac de la cour Jeanne d'Arc;;;;;;;;;;76000;"{""outdoor_seating"": ""yes"", ""addr:city"": ""Rouen""}"
48.8849326,2.3248676;Le Comptoir des Batignolles;;https://www.facebook.com/EauTomate;+33 7 68 45 60 35;Mardi-Samedi 18h00-02h00;;;;;;75017;"{""addr:housenumber"": ""20"", ""cuisine"": ""local"", ""source"": ""survey:2015-04-03"", ""addr:street"": ""Rue des Dames""}"
48.8215845,2.3021443;L'Hirondelle;;;;;;;;;;;"{""source"": ""survey""}"
48.8020278,2.3109297;L'Oustalou;;;;;no;;;;;;"{""source"": ""survey""}"
48.4536025,-2.0426802;L'Absinthe;;;;;;;;;;;"{""addr:housenumber"": ""15"", ""source"": ""survey""}"
47.8999563,1.9033126999999999;Tapa Soif;;http://www.tapasoif-45.com;;;no;;;;;45000;"{""addr:housenumber"": ""6"", ""addr:city"": ""Orl\u00e9ans"", ""addr:street"": ""Rue d'Avignon""}"
42.9582253,-0.33150399999999997;;;;;;;;;;;;
46.785545,4.8581003;Le Kali Kafé;;;;;;;;;;;
46.5923653,5.190976;;;;;;;;;;;;
48.8922517,2.3469515;Le Supercoin;yes;http://supercoin.net/;+33 9 50 07 04 90;Mardi-Samedi 17h00-02h00, Dimanche 17h00-00h00;;;;;;75018;"{""addr:housenumber"": ""3"", ""source"": ""survey"", ""addr:city"": ""Paris"", ""smoking"": ""outside"", ""email"": ""supercoinbar@gmail.com"", ""addr:street"": ""Rue Baudelique""}"
48.7220281,-0.917087;;;;;;;;;;;;
46.9976592,2.8179959;Au Ch'timi;;;;;;;;;;18350;"{""wifi"": ""no"", ""addr:housename"": ""Au Ch'timi""}"
48.6081054,-2.1532762;Delhi Cat;;;;;;;;;;22770;"{""addr:city"": ""Lancieux"", ""addr:street"": ""Rue de la Plage""}"
48.0065298,0.19826649999999998;White;;;;;;;;;;72000;"{""addr:housenumber"": ""44"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2013"", ""addr:city"": ""Le Mans"", ""addr:street"": ""Rue des Ponts Neufs""}"
48.8701731,2.34286;La Grosse Caisse;;;;Lundi closed, Mardi-Vendredi 17h00-02h00, Samedi 18h00-02h00, Dimanche closed;;;;;;75002;"{""addr:housenumber"": ""160"", ""addr:city"": ""Paris"", ""addr:street"": ""Rue Montmartre""}"
46.8171916,0.5443971;L'Annexe;;;;;;;;;;86100;"{""addr:housenumber"": ""85"", ""addr:city"": ""Ch\u00e2tellerault"", ""addr:street"": ""Rue des Limousins""}"
48.6659508,2.5518695;Café de la Poste;;;;;;;;;;77380;"{""addr:housenumber"": ""38"", ""outdoor_seating"": ""yes"", ""addr:city"": ""Combs-la-Ville"", ""addr:street"": ""Avenue de la R\u00e9publique""}"
46.1456391,-1.1427824;;;;;;;;;;;;
49.6059186,-1.229544;Le Goéland 1951;;;;;;;;;;;
48.481168,-2.1680947;Bar des Sports;;;;;;;;;;;"{""source"": ""survey""}"
48.4379646,-0.49666479999999996;Bar des Sports;;;+33 2 43 04 73 31;;;;;;;;
48.8227998,2.3462308;Le Phenix;;;;;;;;;;;"{""note"": ""restaurant whisky's bar""}"
49.8818164,2.3292925;Relax Bar;;;;;;;;;;;
50.628281,3.0609787;Au diable des plaisirs;;https://www.audiabledesplaisirs.fr/;+33320008121;"Lundi,Mardi 11h00-14h00; Mercredi-Samedi 11h00-14h00,19h00-22h00";;;;;;;
50.7412532,2.2974528;L'Espresso;;;;;;;;;;;
48.5102265,-4.0717155;L'arquebuse;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011"", ""outdoor_seating"": ""no""}"
49.9458006,2.142776;Le Terminus;;;;;;;;;;;
47.4738345,-0.5548402;Le Maine;;;;;;;;;;;"{""addr:housenumber"": ""15"", ""addr:street"": ""Place Moli\u00e8re""}"
49.8856333,2.3308421;Café de la Neuville;;;;;;;;;;;
46.1536605,5.6049835;Café Brasserie du Centre;various;;;;;;;;;01130;"{""addr:housenumber"": ""2"", ""building"": ""yes"", ""addr:city"": ""Nantua"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011"", ""outdoor_seating"": ""yes"", ""addr:street"": ""Rue des Tanneries""}"
50.2936085,2.7466985;;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011""}"
51.0791588,2.517268;Baratatoo;;;;;;;;;;;
47.685662,-0.8706744999999999;Le Gambetta;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2012""}"
45.1921505,5.7247623;Le Belgrade;;;;;;;;;;;"{""source"": ""survey"", ""sport"": ""billiards""}"
48.8456892,2.3490686;River;;;;;;;;;;;
48.646941,-1.3175455;;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2012""}"
42.3749677,9.5298049;Le Corsica;;;+33495 38 50 05;;;;;;;;
48.8458508,-0.8979609;;;;;;;;;;;;
47.3050935,-2.1812853;;;;;;;;;;;;
45.3396954,4.3138322;;;;;;;;;;;43240;"{""addr:housenumber"": ""6"", ""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2012"", ""addr:street"": ""Rue du Centre""}"
48.852578199999996,2.3431052;The Gentleman;;;;;;;;;;;
50.4800392,3.2357162;Café De La Vilette;;;;;;;;;;;
47.661302,-2.4559035;;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2012""}"
45.7555931,3.5389474;Le Chignore;;;;;;;;;;;
43.6745251,4.4319536;;;;;;;;;;;;
46.7642165,1.7180075000000001;Café de la place;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2012""}"
46.0866897,6.6794086;La Covagne;;;;;;;;;;;
45.3218646,0.5867411;Cafe de la Halle;;;;;limited;;;;;24310;"{""smoking"": ""outside"", ""outdoor_seating"": ""yes"", ""addr:city"": ""Bourdeilles"", ""addr:street"": ""Grande Rue""}"
49.4732128,6.3858162;Abteikeller;;;+49 3526 91839845;;;;;;;;
50.431886,2.5698369999999997;Marie-Thérèse Kubik-Planquette;;;;;;;;;;62150;"{""addr:housenumber"": ""704"", ""building"": ""yes"", ""addr:city"": ""Rebreuve-Ranchicourt"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2012"", ""addr:street"": ""Route de Baraffles""}"
43.7165186,5.3118434;Café du midi;;;;;;;;;;;
49.1776935,-0.35046469999999996;;;;;;;;;;;;"{""indoor"": ""room"", ""room"": ""bar"", ""level"": ""0""}"
48.524588,3.727904;Bar Du Stade;;;;;;;;;;10100;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Finances Publiques - Cadastre. Mise \u00e0 jour : 2013"", ""addr:city"": ""Romilly-sur-Seine"", ""addr:street"": ""Rue Magenta""}"
43.4020491,3.6955067;Idéal bar;;;;;no;;;;;;
43.4046061,3.6973897;La Bodega;;;;;;;;;;;
45.4952966,2.3053074000000002;;;;;;;;;;;;
43.599633,1.4452403;Le Piège à Loups;;;;;;;;;;;"{""was:amenity"": ""restaurant"", ""source"": ""survey"", ""was:name"": ""Paradise Caf\u00e9"", ""outdoor_seating"": ""yes""}"
47.9805695,-3.11095;Chez Anne-Marie;;;+33 2 97 39 51 23;;;;;;;56310;"{""addr:housenumber"": ""4"", ""building"": ""yes"", ""addr:city"": ""Melrand"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Finances Publiques - Cadastre. Mise \u00e0 jour : 2014"", ""outdoor_seating"": ""no"", ""addr:street"": ""Rue de la Mairie""}"
45.4357461,4.3912388;Crazy Leprechaun;;;;;;;;;;;
45.768323,4.8293006;Le Bistro;;;;;;;;;;;
49.1839995,6.7452859;Bistro 62;;;;;no;;;;;66333;"{""addr:housenumber"": ""121"", ""building"": ""yes"", ""addr:city"": ""V\u00f6lklingen"", ""addr:country"": ""DE"", ""addr:street"": ""Hauptstra\u00dfe""}"
45.5200624,4.8693771;Bar tabac presse;;;+33 4 74 53 05 74;;;;;;;38200;"{""addr:housenumber"": ""10"", ""shop"": ""newsagent"", ""addr:city"": ""Vienne"", ""addr:street"": ""Rue du 11 Novembre""}"
49.1822149,1.3570158;;;;;;;;;;;;"{""building"": ""yes""}"
46.2577686,5.6574651;Le Zola;;;;;;;;;;;
45.954401,-0.07393000000000001;;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Finances Publiques - Cadastre. Mise \u00e0 jour : 2014""}"
48.8073501,2.1314504;La Gaité;;;;;no;;;;;;
44.7560725,4.7490427;;;;;;;;;;;;
47.6595458,2.6580288;;;;;;;;;;;;"{""building"": ""yes""}"
44.9002707,2.4593824;Bar de Côte;;;;;;;;;;;
48.9023878,2.4006444;Comptoir;;;;;;;;;;;"{""information"": ""office"", ""indoor"": ""area"", ""level"": ""0""}"
46.501596,-1.7779509999999998;Le Balto;;;;;;;;;;;"{""food"": ""yes""}"
48.8790751,2.3664378;Bizz'art;;;;;;;;;;75010;"{""addr:housenumber"": ""167"", ""source"": ""survey"", ""addr:city"": ""Paris"", ""addr:street"": ""Quai de Valmy""}"
48.1238857,-1.8019733;;;;+33 2 99 64 08 08;;;;;;;;"{""indoor"": ""room"", ""room"": ""shop"", ""level"": ""0""}"
47.3941214,0.6791623999999999;Bistrot 64;;;;;no;;;;;37000;"{""addr:housenumber"": ""64"", ""addr:street"": ""Rue du Grand-March\u00e9""}"
46.6481461,-0.24774179999999998;Terrasse;;;;;;;;;;;
44.4048894,2.6288043;Les Babissous;;;;;;;;;;;"{""source"": ""survey""}"
45.6622492,2.94867;Snack bar;;;;;;;;;;;"{""building"": ""yes""}"
48.8410792,2.3509139;Connolly's Corner;;;+33 1 43 36 55 40;;;;;;;;
49.6318701,1.5385295;Café de la Gare;;;;;;;;;;;"{""addr:housenumber"": ""1150"", ""building"": ""yes""}"
48.8080927,2.3331396;Le Métro;;;;;;;;;;94110;"{""addr:housenumber"": ""30"", ""cuisine"": ""french"", ""addr:city"": ""Arcueil"", ""source"": ""survey"", ""addr:street"": ""Avenue Laplace""}"
48.0762211,6.8654705;Le Herbau;;;;;;;;;;88400;"{""addr:housenumber"": ""45"", ""building"": ""yes"", ""addr:city"": ""G\u00e9rardmer"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2012"", ""outdoor_seating"": ""no"", ""internet_access:fee"": ""no"", ""smoking"": ""no"", ""addr:street"": ""Chemin des Abeilles"", ""addr:country"": ""FR"", ""internet_access"": ""wlan""}"
42.8992902,1.4536031999999999;Auberge de la Sapinière;;;;;;;;;;;
46.3456518,-0.4007771;L'Envol;;;;;;;;;;;"{""building"": ""yes""}"
48.9287321,2.1649152;Bar Tabac du Lycée;;;+33 1 39 14 95 83;;;;;;;78500;"{""addr:housenumber"": ""113"", ""addr:city"": ""Sartrouville"", ""tobacco"": ""yes"", ""addr:street"": ""Rue du G\u00e9n\u00e9ral Leclerc""}"
49.4536811,-2.5358719;Harbour Lights;;;;;;;;;;;"{""building"": ""yes""}"
49.5102404,0.9768604;Bar-Tabac;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Finances Publiques - Cadastre. Mise \u00e0 jour : 2018""}"
45.4602533,4.7773965;;;;;;;;;;;;"{""building"": ""yes""}"
47.2050167,-2.1510116;;;;;;;;;;;;"{""building"": ""yes""}"
49.3811943,1.1060918;Café Jem's;;;;;;;;;;;
46.6795948,5.571054;Bar de La Marjorie;;;;;;;;;;;
42.6814945,9.2991248;Vogue;;;;;;;;;;;"{""building"": ""yes""}"
48.840345,2.312665;Le Bréguet;"Guinness;licorne;licorne ambrée;floreffe";;;;;;;;;75015;"{""addr:housenumber"": ""72"", ""addr:street"": ""Rue Falgui\u00e8re"", ""addr:city"": ""Paris"", ""addr:country"": ""FR""}"
43.9475311,4.8103129;ID halles;;;;;;;;;;;"{""indoor"": ""yes"", ""room"": ""shop"", ""level"": ""0""}"
42.7991934,9.3429509;U Saint Antoine;;;;;;;;;;;"{""building"": ""yes""}"
45.4744144,4.5137324;Le Bistrot;;;;;;;;;;42400;"{""addr:housenumber"": ""7"", ""outdoor_seating"": ""no"", ""addr:city"": ""Saint-Chamond"", ""addr:street"": ""Rue Victor Hugo""}"
42.0055986,9.4581201;;;;;;;;;;;;"{""building"": ""yes""}"
46.6715698,-1.4297887;Bar du Théâtre;;;+33 2 51 37 05 86;;;;;;;;"{""addr:housenumber"": ""38"", ""smoking"": ""outside"", ""tobacco"": ""yes""}"
48.8008782,2.1635187;Bull Dog;;;;"Lundi-Samedi 17h00-02h00; Dimanche 15h00-02h00";;;;;;;"{""sport"": ""billiards""}"
45.065267,4.697596;Bar;;;;;;;;;;;
43.3757639,2.0759699;Le Bar à Vin du Bout du Monde;;http://www.leboutdumonde.fr/bar_a_vins.php;;;;;;;;;"{""outdoor_seating"": ""yes"", ""description"": ""  \u2022 Soir\u00e9es musicales,\n \u2022 D\u00e9gustation des vins locaux,\n  \u2022 Planches de charcuterie, de  fromage,\n  \u2022 L\u00e9gumes en croq sel...et bien d'autres...\n""}"
49.9292443,2.9338205;Shana;;;;;;;;;;;
45.7753514,3.0837478;Le Verlaine;;;;Lundi 18h30-01h30, Mardi-Samedi 10h30-01h00;;;;;;63000;"{""addr:housenumber"": ""5"", ""outdoor_seating"": ""yes"", ""addr:city"": ""Clermont-Ferrand"", ""addr:street"": ""Mail d'Allagnat""}"
46.3681168,-0.5973582;Le Bénétain;;;;;;;;;;;
44.4178786,0.7173413;Abri 112;;;;"Mardi,Mercredi 17h00-00h00; Jeudi-Samedi 17h00-02h00";;;;;;;"{""addr:housenumber"": ""185"", ""addr:street"": ""Avenue du G\u00e9n\u00e9ral De Gaulle""}"
43.3129976,5.3845205;Café du Théatre;;;;;;;;;;;
43.3131874,5.3859281;Bar L'Aero;;;;;;;;;;;
44.370636,6.6022141;L'Edouard's Pub;;;+33 4 92 84 07 43;;;;;;;04400;"{""addr:city"": ""Pra Loup 1600""}"
48.8816686,2.3369081;Mini Pond;;;;;;;;;;;
49.8969237,2.3043396;le Kocoon Bar;;;;;;;;;;;
43.3517358,5.4390663;Le Chateau Gombert;;;;;;;;;;;"{""tobacco"": ""yes""}"
48.8078326,2.3834415;;;;;;;;;;;;
48.5825813,7.7538549;Les Aviateurs;;;;Lundi-Dimanche 19h00-04h00;;;;;;;"{""contact:phone"": ""+33 3 88 36 52 69"", ""contact:street"": ""Rue des Soeurs"", ""contact:housenumber"": ""12"", ""contact:city"": ""Strasbourg"", ""contact:website"": ""http://www.les-aviateurs.com/"", ""contact:postcode"": ""67000""}"
44.8425685,-0.5815131;The City;"Grolsch;Peroni;Grolsch weizen;St stephanus;Licorne black";;;;;;;;;;"{""contact:facebook"": ""https://www.facebook.com/bar.thecitybordeaux"", ""contact:phone"": ""+33556523951""}"
44.5547705,2.2576359999999998;La Taverne;;;;;;;;;;;"{""outdoor_seating"": ""yes""}"
43.7107029,-1.0528636;Le Lounge;;;;;;;;;;;
43.1283903,5.7470547;Le Soukana Plage;;;;;;;;;;;"{""outdoor_seating"": ""yes""}"
49.6652852,1.9390931;Le Sulky;;;;;;;;;;;
46.1928602,6.2357715;La Régence;;;;;;;;;;;"{""addr:housenumber"": ""9"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2016"", ""contact:website"": ""annemasse-commerces.fr/portfolio_item/la-regence/"", ""addr:street"": ""Avenue de la R\u00e9publique""}"
45.6014281,4.5889866999999995;La Ronde de Riverie;;;;;;;;;;69440;"{""smoking"": ""no"", ""addr:city"": ""Riverie"", ""addr:street"": ""Rue de la Barre""}"
43.3510395,5.6041283;La Virta;;;;;;;;;;;"{""addr:city"": ""Roquevaire""}"
45.2091572,5.7781368;Le Garden;;;;;;;;;;;
47.0802549,4.245176;Bar-Tabac;;;;;;;;;;;"{""shop"": ""newsagent"", ""tobacco"": ""yes""}"
47.8569479,3.9724369;Le Balto;;;;;;;;;;89700;"{""addr:housenumber"": ""27"", ""addr:city"": ""Tonnerre"", ""addr:street"": ""Rue de l'H\u00f4tel de Ville""}"
47.5795937,0.1658339;Le Penalty;;;;;;;;;;;
47.2126071,-1.5609701999999999;The King's Head;;;+33 2 55 09 53 48;;;;;;;;"{""survey:date"": ""2018-11-01""}"
48.872607,2.3516737;I.B.U;;;;;;;;;;;
46.2384729,3.1517173;La Taverne;;;;;;;;;;;
46.5583467,2.5825643;;;;;;;;;;;;
47.763743,-2.1313955;La Marelle;;;+33 2 99 08 04 63;;;;;;;56200;"{""addr:housenumber"": ""1"", ""addr:city"": ""La Gacilly"", ""addr:street"": ""Place Ducrest""}"
48.7376626,7.0530041;Brasserie Excelsior;;;;;;;;;;;"{""addr:housenumber"": ""2"", ""addr:street"": ""Rue de la Poste""}"
45.7735842,4.8225114;Modern Art Café;;;;;;;;;;;
47.2066382,-1.5491567;La Grande Barge;;;;"Mardi 11h30-12h00, 17h00-20h00; Mercredi 11h30-12h00, 15h00-20h00; Jeudi,Vendredi 11h30-12h00, 15h00-01h00";;;;;;;"{""mapillary"": ""GeVz-O-y9kAON2fDfRr98w"", ""outdoor_seating"": ""yes"", ""organic"": ""yes"", ""survey:date"": ""2018-11-24"", ""contact:website"": ""https://ledebutdesharicots.fr/bar-bio-local-ile-de-nantes/"", ""contact:phone"": ""+33 2 53976540"", ""contact:facebook"": ""https://www.facebook.com/lagrdebarge"", ""contact:instagram"": ""https://www.instagram.com/lagrandebarge/""}"
43.2852392,5.4819696;Bar Électro;;;;;;;;;;;"{""tobacco"": ""yes""}"
43.6803724,4.6313286;Le Tamaris;;;;;;;;;;;
49.2328451,2.8916477;;;;;;;;;;;;"{""shop"": ""tobacco""}"
50.3019437,3.1823348;AUX SEPT PUITS;"yes;various;LEFFE";https://cafe-des-sports-aux-sept-puits.business.site/;;;;;;;;59234;"{""addr:housenumber"": ""1"", ""microbrewery"": ""no"", ""payment:maestro"": ""yes"", ""addr:city"": ""Villers-au-Tertre"", ""payment:debit_cards"": ""yes"", ""outdoor_seating"": ""yes"", ""payment:mastercard"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:cash"": ""yes"", ""smoking"": ""outside"", ""payment:visa"": ""yes"", ""addr:street"": ""Rue de Monchecourt""}"
48.363887,4.333842;Au Champenois;;;+33 325464063;;;;;;;;"{""shop"": ""tobacco""}"
49.2871509,1.0092559;;;;;;;;;;;;
48.7458903,-3.2616915;Bar/Tabac;;;;;yes;;no;;;;
49.0443365,2.0733224;La Porte Ouverte;various;;+33 1 34 24 10 40;Mardi-Samedi 17h00-00h30;;;;;;95000;"{""addr:housenumber"": ""16"", ""addr:city"": ""Cergy"", ""smoking"": ""outside"", ""outdoor_seating"": ""yes"", ""addr:street"": ""Rue Francis Combe""}"
45.1821099,5.7308439;Le Trogalo;;;;;;;;;;;"{""source"": ""survey""}"
47.9963519,0.19342589999999998;;;;;;;;;;;;"{""addr:housenumber"": ""93"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2013""}"
48.1187598,-1.6886215999999998;L'Heure du Jeu;;;;"Lundi-Vendredi 17h00-01h00; Samedi 14h00-01h00; Dimanche 14h00-22h00";;;;;;;"{""contact:website"": ""http://www.lheuredujeu.fr/"", ""contact:phone"": ""+33 2 23 46 49 39"", ""outdoor_seating"": ""no""}"
43.8383672,6.4941913;;;;;;;;;;;;
50.946542,1.8440729999999999;Brazza;;;;;;;;;;;
43.6062169,1.4469083;Chez Catherine;;;;;;;;;;;"{""level"": ""0""}"
45.7789264,3.0845224;Les Régates;;;;Lundi-Samedi 10h30-02h00;;;;;;;
47.8452818,-2.5812828999999997;La Halte d'Aubin;;;;;;;;;;;
48.9198176,2.3450792;Le Pleyel;;;;;;;;;;;
48.813745,1.8998606;Le Balto;;;;;;;;;;;"{""source"": ""survey""}"
48.715468,6.185206;Corner Café;;;;;;;;;;;"{""source"": ""survey""}"
46.0299297,6.6937546999999995;Croc blanc;;;;;;;;;;;
48.5654198,-0.800198;Chez Jannick;;;;;;;;;;;
48.8539792,2.3720126;Niki Club;;;;;;;;;;75011;"{""addr:housenumber"": ""10"", ""name:fr"": ""Niki Club"", ""name:en"": ""Niki Club"", ""name:ro"": ""Niki Club"", ""addr:city"": ""Paris"", ""addr:street"": ""Rue de Lappe""}"
47.8995085,1.9067661999999999;Real Coffee Shop;;;;;yes;;;;;45000;"{""addr:housenumber"": ""30"", ""addr:city"": ""Orl\u00e9ans"", ""addr:street"": ""Place du Ch\u00e2telet""}"
47.8999853,1.9067976999999998;L'Hendrix pub;;;;;no;;;;;45000;"{""addr:housenumber"": ""278"", ""addr:city"": ""Orl\u00e9ans"", ""addr:street"": ""Rue de Bourgogne""}"
48.8705131,2.3528928000000002;Le Saint-Denis;;;;;;;;;;;
47.7986843,1.0649869;Le Neptune;;;;"Mardi-Jeudi 07h30-20h00; Vendredi 07h30-20h30; Samedi 08h30-20h00; Dimanche 08h30-17h00";no;;;;;;
47.2379801,6.0285881;Café 42;;;;;;;;;;;
46.796498,-1.1495672;Filoche;;;;;;;;;;;
47.8663711,2.1219718;Le Narval;;;;;;;;;;;
47.4364476,-0.22355229999999998;Nuance et Terroirs;;;;;;;;;;49250;"{""addr:city"": ""BEAUFORT-EN-ANJOU""}"
42.5148735,3.1064541;Le Méditerranée;;;;;;;;;;;
47.9154983,1.9695819;;;;;;;;;;;;
48.8637408,2.2017288;Tabac du Théâtre;;;;;;;;;;;"{""tobacco"": ""yes""}"
43.28556,3.5105294000000002;Amnésia;;;;;;;;;;34300;"{""addr:housenumber"": ""1"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011; survey"", ""addr:street"": ""Place Terrisse""}"
46.9921863,3.1453289;Le Prestige;;https://fr-fr.facebook.com/leprestige58/;+33 6 58 33 45 17;Lundi-Dimanche 17h00-02h00;;;;;;58000;"{""addr:housenumber"": ""3"", ""addr:city"": ""Nevers"", ""addr:street"": ""Rue du 13e de Ligne""}"
46.3209807,-0.4612558;Le Bijou;;;;;;;;;;;"{""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011""}"
46.2070689,5.228829;Pub le triangle;yes;;;;;;;;;;
44.4819141,-1.0773753;Bar-Restauration rapide;;;;;;;;;;;
